start job on SBATCH:c41 size7 run557 max_process:/max_trial:1000 Tue Jul 7 09:46:50 PDT 2020
SLURM_JOB_ID:1733985 SLURM_JOB_NAME:product SLURM_JOB_DIR:/rhome/wzeng002/Documents/GitHub/concatenation
note:[n_low=7, n_high=7, k_low=1, k_high=1 sub_mode=], sub_mode_A:2, sub_mode_B:4, na_input:7, n_low:7, n_high=7, data_folder:data/random4/trial557, num_core=, log_file:log/product557-size7.log status_file:
start: id_Gax=1000,	 id_Gax_MAX=1023,	 Gax_row=2
start: id_Gax=2000,	 id_Gax_MAX=4095,	 Gax_row=3
start: id_Gax=1000,	 id_Gax_MAX=4095,	 Gax_row=3
start: id_Gax=3000,	 id_Gax_MAX=4095,	 Gax_row=3
start: id_Gax=4000,	 id_Gax_MAX=4095,	 Gax_row=3
start: id_Gax=2000,	 id_Gax_MAX=4095,	 Gax_row=4
start: id_Gax=1000,	 id_Gax_MAX=4095,	 Gax_row=4
start: id_Gax=3000,	 id_Gax_MAX=4095,	 Gax_row=4
start: id_Gax=4000,	 id_Gax_MAX=4095,	 Gax_row=4
start: id_Gax=1000,	 id_Gax_MAX=1023,	 Gax_row=5
start calculating for 9284 cases out of 14308734 trials.
time used: 11.7177 sec
68960000, 80% finished. total: 86192656, remaining time:0.00104969 min
68970000, 80% finished. total: 86192656, remaining time:0.0979567 min
68980000, 80% finished. total: 86192656, remaining time:0.200945 min
68990000, 80% finished. total: 86192656, remaining time:0.302843 min
69000000, 80% finished. total: 86192656, remaining time:0.410748 min
69010000, 80% finished. total: 86192656, remaining time:0.502593 min
69020000, 80% finished. total: 86192656, remaining time:0.609031 min
69030000, 80% finished. total: 86192656, remaining time:0.721841 min
69040000, 80% finished. total: 86192656, remaining time:0.834701 min
69050000, 80% finished. total: 86192656, remaining time:0.93738 min
69060000, 80% finished. total: 86192656, remaining time:1.04245 min
69070000, 80% finished. total: 86192656, remaining time:1.16181 min
69080000, 80% finished. total: 86192656, remaining time:1.28659 min
69090000, 80% finished. total: 86192656, remaining time:1.42028 min
69100000, 80% finished. total: 86192656, remaining time:1.52902 min
69110000, 80% finished. total: 86192656, remaining time:1.6387 min
69120000, 80% finished. total: 86192656, remaining time:1.75362 min
69130000, 80% finished. total: 86192656, remaining time:1.89534 min
69140000, 80% finished. total: 86192656, remaining time:1.96976 min
69150000, 80% finished. total: 86192656, remaining time:2.09703 min
69160000, 80% finished. total: 86192656, remaining time:2.21184 min
69170000, 80% finished. total: 86192656, remaining time:2.305 min
69180000, 80% finished. total: 86192656, remaining time:2.41246 min
69190000, 80% finished. total: 86192656, remaining time:2.53553 min
69200000, 80% finished. total: 86192656, remaining time:2.64694 min
69210000, 80% finished. total: 86192656, remaining time:2.74768 min
69220000, 80% finished. total: 86192656, remaining time:2.8434 min
69230000, 80% finished. total: 86192656, remaining time:2.95231 min
69240000, 80% finished. total: 86192656, remaining time:3.06566 min
69250000, 80% finished. total: 86192656, remaining time:3.18102 min
69260000, 80% finished. total: 86192656, remaining time:3.27101 min
69270000, 80% finished. total: 86192656, remaining time:3.39155 min
69280000, 80% finished. total: 86192656, remaining time:3.50807 min
69290000, 80% finished. total: 86192656, remaining time:3.60186 min
69300000, 80% finished. total: 86192656, remaining time:3.68268 min
69310000, 80% finished. total: 86192656, remaining time:3.81519 min
69320000, 80% finished. total: 86192656, remaining time:3.92858 min
69330000, 80% finished. total: 86192656, remaining time:4.02718 min
69340000, 80% finished. total: 86192656, remaining time:4.12652 min
69350000, 80% finished. total: 86192656, remaining time:4.22346 min
69360000, 80% finished. total: 86192656, remaining time:4.33255 min
69370000, 80% finished. total: 86192656, remaining time:4.4592 min
69380000, 80% finished. total: 86192656, remaining time:4.58305 min
69390000, 80% finished. total: 86192656, remaining time:4.72561 min
69400000, 80% finished. total: 86192656, remaining time:4.83469 min
69410000, 80% finished. total: 86192656, remaining time:4.93622 min
69420000, 80% finished. total: 86192656, remaining time:5.07058 min
69430000, 80% finished. total: 86192656, remaining time:5.17969 min
69440000, 80% finished. total: 86192656, remaining time:5.2628 min
69450000, 80% finished. total: 86192656, remaining time:5.37487 min
69460000, 80% finished. total: 86192656, remaining time:5.50903 min
69470000, 80% finished. total: 86192656, remaining time:5.66203 min
