start job on SBATCH:c24 size7 run555 max_process:/max_trial:1000 Tue Jul 7 08:15:01 PDT 2020
SLURM_JOB_ID:1728679 SLURM_JOB_NAME:product SLURM_JOB_DIR:/rhome/wzeng002/Documents/GitHub/concatenation
note:[n_low=7, n_high=7, k_low=1, k_high=1 sub_mode=], sub_mode_A:2, sub_mode_B:4, na_input:7, n_low:7, n_high=7, data_folder:data/random4/trial555, num_core=, log_file:log/product555-size7.log status_file:
start: id_Gax=1000,	 id_Gax_MAX=1023,	 Gax_row=2
start: id_Gax=2000,	 id_Gax_MAX=4095,	 Gax_row=3
start: id_Gax=1000,	 id_Gax_MAX=4095,	 Gax_row=3
start: id_Gax=3000,	 id_Gax_MAX=4095,	 Gax_row=3
start: id_Gax=4000,	 id_Gax_MAX=4095,	 Gax_row=3
start: id_Gax=2000,	 id_Gax_MAX=4095,	 Gax_row=4
start: id_Gax=1000,	 id_Gax_MAX=4095,	 Gax_row=4
start: id_Gax=3000,	 id_Gax_MAX=4095,	 Gax_row=4
start: id_Gax=4000,	 id_Gax_MAX=4095,	 Gax_row=4
start: id_Gax=1000,	 id_Gax_MAX=1023,	 Gax_row=5
start calculating for 9284 cases out of 14200809 trials.
time used: 11.3224 sec
10000, 0% finished. total: 86192656, remaining time:2.32865 min
20000, 0% finished. total: 86192656, remaining time:1.97802 min
30000, 0% finished. total: 86192656, remaining time:1.78126 min
40000, 0% finished. total: 86192656, remaining time:1.42195 min
50000, 0% finished. total: 86192656, remaining time:2.30776 min
60000, 0% finished. total: 86192656, remaining time:2.16839 min
70000, 0% finished. total: 86192656, remaining time:1.99241 min
80000, 0% finished. total: 86192656, remaining time:1.93052 min
90000, 0% finished. total: 86192656, remaining time:1.91606 min
100000, 0% finished. total: 86192656, remaining time:1.89971 min
110000, 0% finished. total: 86192656, remaining time:2.68436 min
120000, 0% finished. total: 86192656, remaining time:3.84372 min
130000, 0% finished. total: 86192656, remaining time:5.51085 min
140000, 0% finished. total: 86192656, remaining time:7.44859 min
150000, 0% finished. total: 86192656, remaining time:9.65859 min
160000, 0% finished. total: 86192656, remaining time:12.1138 min
170000, 0% finished. total: 86192656, remaining time:14.7752 min
180000, 0% finished. total: 86192656, remaining time:17.794 min
190000, 0% finished. total: 86192656, remaining time:20.6921 min
200000, 0% finished. total: 86192656, remaining time:23.7256 min
210000, 0% finished. total: 86192656, remaining time:26.8198 min
220000, 0% finished. total: 86192656, remaining time:30.5133 min
230000, 0% finished. total: 86192656, remaining time:33.8815 min
240000, 0% finished. total: 86192656, remaining time:37.3308 min
250000, 0% finished. total: 86192656, remaining time:40.9887 min
260000, 0% finished. total: 86192656, remaining time:45.0703 min
270000, 0% finished. total: 86192656, remaining time:48.6829 min
280000, 0% finished. total: 86192656, remaining time:47.5616 min
290000, 0% finished. total: 86192656, remaining time:50.5786 min
300000, 0% finished. total: 86192656, remaining time:54.2208 min
310000, 0% finished. total: 86192656, remaining time:58.0085 min
320000, 0% finished. total: 86192656, remaining time:61.485 min
330000, 0% finished. total: 86192656, remaining time:66.7547 min
340000, 0% finished. total: 86192656, remaining time:70.3394 min
350000, 0% finished. total: 86192656, remaining time:73.8345 min
360000, 0% finished. total: 86192656, remaining time:73.1857 min
370000, 0% finished. total: 86192656, remaining time:71.6633 min
380000, 0% finished. total: 86192656, remaining time:76.9285 min
390000, 0% finished. total: 86192656, remaining time:81.4416 min
400000, 0% finished. total: 86192656, remaining time:84.9799 min
410000, 0% finished. total: 86192656, remaining time:87.2194 min
420000, 0% finished. total: 86192656, remaining time:88.8476 min
430000, 0% finished. total: 86192656, remaining time:90.3577 min
440000, 0% finished. total: 86192656, remaining time:90.1602 min
450000, 0% finished. total: 86192656, remaining time:91.9248 min
460000, 0% finished. total: 86192656, remaining time:95.3234 min
470000, 0% finished. total: 86192656, remaining time:97.854 min
480000, 0% finished. total: 86192656, remaining time:98.9611 min
490000, 0% finished. total: 86192656, remaining time:100.107 min
500000, 0% finished. total: 86192656, remaining time:103.24 min
510000, 0% finished. total: 86192656, remaining time:103.458 min
520000, 0% finished. total: 86192656, remaining time:104.02 min
530000, 0% finished. total: 86192656, remaining time:103.045 min
540000, 0% finished. total: 86192656, remaining time:106.726 min
550000, 0% finished. total: 86192656, remaining time:109.372 min
